Attribute,Keyword Value,Syntax,Type,Reference
printer-state-reasons,die-cutter-turned-on,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,die-cutter-under-temperature,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,die-cutter-unrecoverable-failure,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,die-cutter-unrecoverable-storage-error,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,die-cutter-warming-up,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,door-open,1setOf type2 keyword,,[RFC8011]
printer-state-reasons,extruder-cooling,1setOf type2 keyword,,[PWG5100.21]
printer-state-reasons,extruder-failure,1setOf type2 keyword,,[PWG5100.21]
printer-state-reasons,extruder-heating,1setOf type2 keyword,,[PWG5100.21]
printer-state-reasons,extruder-jam,1setOf type2 keyword,,[PWG5100.21]
printer-state-reasons,extruder-temperature-high,1setOf type2 keyword,,[PWG5100.21]
printer-state-reasons,extruder-temperature-low,1setOf type2 keyword,,[PWG5100.21]
printer-state-reasons,fan-failure,1setOf type2 keyword,,[PWG5100.21]
printer-state-reasons,fax-modem-life-almost-over,1setOf type2 keyword,,[PWG5107.3]
printer-state-reasons,fax-modem-life-over,1setOf type2 keyword,,[PWG5107.3]
printer-state-reasons,fax-modem-missing,1setOf type2 keyword,,[PWG5107.3]
printer-state-reasons,fax-modem-turned-off,1setOf type2 keyword,,[PWG5107.3]
printer-state-reasons,fax-modem-turned-on,1setOf type2 keyword,,[PWG5107.3]
printer-state-reasons,folder-added,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,folder-almost-empty,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,folder-almost-full,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,folder-at-limit,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,folder-closed,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,folder-configuration-change,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,folder-cover-closed,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,folder-cover-open,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,folder-empty,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,folder-full,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,folder-interlock-closed,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,folder-interlock-open,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,folder-jam,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,folder-life-almost-over,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,folder-life-over,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,folder-memory-exhausted,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,folder-missing,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,folder-motor-failure,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,folder-near-limit,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,folder-offline,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,folder-opened,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,folder-over-temperature,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,folder-power-saver,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,folder-recoverable-failure,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,folder-recoverable-storage,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,folder-removed,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,folder-resource-added,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,folder-resource-removed,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,folder-thermistor-failure,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,folder-timing-failure,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,folder-turned-off,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,folder-turned-on,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,folder-under-temperature,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,folder-unrecoverable-failure,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,folder-unrecoverable-storage-error,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,folder-warming-up,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,fuser-over-temp,1setOf type2 keyword,,[RFC8011]
printer-state-reasons,fuser-under-temp,1setOf type2 keyword,,[RFC8011]
printer-state-reasons,hibernate,1setOf type2 keyword,,[PWG5106.4]
printer-state-reasons,hold-new-jobs,1setOf type2 keyword,,[RFC3998]
printer-state-reasons,identify-printer-requested,1setOf type2 keyword,,[PWG5100.18]
printer-state-reasons,imprinter-added,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,imprinter-almost-empty,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,imprinter-almost-full,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,imprinter-at-limit,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,imprinter-closed,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,imprinter-configuration-change,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,imprinter-cover-closed,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,imprinter-cover-open,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,imprinter-empty,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,imprinter-full,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,imprinter-interlock-closed,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,imprinter-interlock-open,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,imprinter-jam,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,imprinter-life-almost-over,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,imprinter-life-over,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,imprinter-memory-exhausted,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,imprinter-missing,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,imprinter-motor-failure,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,imprinter-near-limit,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,imprinter-offline,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,imprinter-opened,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,imprinter-over-temperature,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,imprinter-power-saver,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,imprinter-recoverable-failure,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,imprinter-recoverable-storage,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,imprinter-removed,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,imprinter-resource-added,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,imprinter-resource-removed,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,imprinter-thermistor-failure,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,imprinter-timing-failure,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,imprinter-turned-off,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,imprinter-turned-on,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,imprinter-under-temperature,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,imprinter-unrecoverable-failure,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,imprinter-unrecoverable-storage-error,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,imprinter-warming-up,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,input-cannot-feed-size-selected,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,input-manual-input-request,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,input-media-color-change,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,input-media-form-parts-change,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,input-media-size-change,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,input-media-tray-failure,1setOf type2 keyword,,[PWG5107.3]
printer-state-reasons,input-media-tray-feed-error,1setOf type2 keyword,,[PWG5107.3]
printer-state-reasons,input-media-tray-jam,1setOf type2 keyword,,[PWG5107.3]
printer-state-reasons,input-media-type-change,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,input-media-weight-change,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,input-pick-roller-failure,1setOf type2 keyword,,[PWG5107.3]
printer-state-reasons,input-pick-roller-life-over,1setOf type2 keyword,,[PWG5107.3]
printer-state-reasons,input-pick-roller-life-warn,1setOf type2 keyword,,[PWG5107.3]
printer-state-reasons,input-pick-roller-missing,1setOf type2 keyword,,[PWG5107.3]
printer-state-reasons,input-tray-elevation-failure,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,input-tray-missing,1setOf type2 keyword,,[RFC8011]
printer-state-reasons,input-tray-position-failure,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,inserter-added,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,inserter-almost-empty,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,inserter-almost-full,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,inserter-at-limit,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,inserter-closed,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,inserter-configuration-change,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,inserter-cover-closed,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,inserter-cover-open,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,inserter-empty,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,inserter-full,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,inserter-interlock-closed,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,inserter-interlock-open,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,inserter-jam,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,inserter-life-almost-over,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,inserter-life-over,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,inserter-memory-exhausted,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,inserter-missing,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,inserter-motor-failure,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,inserter-near-limit,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,inserter-offline,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,inserter-opened,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,inserter-over-temperature,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,inserter-power-saver,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,inserter-recoverable-failure,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,inserter-recoverable-storage,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,inserter-removed,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,inserter-resource-added,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,inserter-resource-removed,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,inserter-thermistor-failure,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,inserter-timing-failure,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,inserter-turned-off,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,inserter-turned-on,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,inserter-under-temperature,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,inserter-unrecoverable-failure,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,inserter-unrecoverable-storage-error,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,inserter-warming-up,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,interlock-closed,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,interlock-open,1setOf type2 keyword,,[RFC8011]
printer-state-reasons,interpreter-cartridge-added,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,interpreter-cartridge-deleted,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,interpreter-complex-page-encountered,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,interpreter-memory-decrease,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,interpreter-memory-increase,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,interpreter-resource-added,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,interpreter-resource-deleted,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,interpreter-resource-unavailable,1setOf type2 keyword,,[RFC8011]
printer-state-reasons,lamp-at-eol,1setOf type2 keyword,,[PWG5100.21]
printer-state-reasons,lamp-failure,1setOf type2 keyword,,[PWG5100.21]
printer-state-reasons,lamp-near-eol,1setOf type2 keyword,,[PWG5100.21]
printer-state-reasons,laser-at-eol,1setOf type2 keyword,,[PWG5100.21]
printer-state-reasons,laser-failure,1setOf type2 keyword,,[PWG5100.21]
printer-state-reasons,laser-near-eol,1setOf type2 keyword,,[PWG5100.21]
printer-state-reasons,make-envelope-added,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,make-envelope-almost-empty,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,make-envelope-almost-full,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,make-envelope-at-limit,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,make-envelope-closed,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,make-envelope-configuration-change,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,make-envelope-cover-closed,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,make-envelope-cover-open,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,make-envelope-empty,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,make-envelope-full,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,make-envelope-interlock-closed,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,make-envelope-interlock-open,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,make-envelope-jam,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,make-envelope-life-almost-over,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,make-envelope-life-over,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,make-envelope-memory-exhausted,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,make-envelope-missing,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,make-envelope-motor-failure,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,make-envelope-near-limit,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,make-envelope-offline,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,make-envelope-opened,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,make-envelope-over-temperature,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,make-envelope-power-saver,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,make-envelope-recoverable-failure,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,make-envelope-recoverable-storage,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,make-envelope-removed,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,make-envelope-resource-added,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,make-envelope-resource-removed,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,make-envelope-thermistor-failure,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,make-envelope-timing-failure,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,make-envelope-turned-off,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,make-envelope-turned-on,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,make-envelope-under-temperature,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,make-envelope-unrecoverable-failure,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,make-envelope-unrecoverable-storage-error,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,make-envelope-warming-up,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,marker-adjusting-print-quality,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,marker-cleaner-missing,1setOf type2 keyword,,[PWG5107.3]
printer-state-reasons,marker-developer-almost-empty,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,marker-developer-empty,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,marker-developer-missing,1setOf type2 keyword,,[PWG5107.3]
printer-state-reasons,marker-fuser-missing,1setOf type2 keyword,,[PWG5107.3]
printer-state-reasons,marker-fuser-thermistor-failure,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,marker-fuser-timing-failure,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,marker-ink-almost-empty,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,marker-ink-empty,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,marker-ink-missing,1setOf type2 keyword,,[PWG5107.3]
printer-state-reasons,marker-opc-missing,1setOf type2 keyword,,[PWG5107.3]
printer-state-reasons,marker-print-ribbon-almost-empty,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,marker-print-ribbon-empty,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,marker-print-ribbon-missing,1setOf type2 keyword,,[PWG5107.3]
printer-state-reasons,marker-supply-almost-empty,1setOf type2 keyword,,[PWG5107.3]
printer-state-reasons,marker-supply-empty,1setOf type2 keyword,,[RFC8011]
printer-state-reasons,marker-supply-low,1setOf type2 keyword,,[RFC8011]
printer-state-reasons,marker-supply-missing,1setOf type2 keyword,,[PWG5107.3]
printer-state-reasons,marker-toner-cartridge-missing,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,marker-toner-missing,1setOf type2 keyword,,[PWG5107.3]
printer-state-reasons,marker-waste-almost-full,1setOf type2 keyword,,[RFC8011]
printer-state-reasons,marker-waste-full,1setOf type2 keyword,,[RFC8011]
printer-state-reasons,marker-waste-ink-receptacle-almost-full,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,marker-waste-ink-receptacle-full,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,marker-waste-ink-receptacle-missing,1setOf type2 keyword,,[PWG5107.3]
printer-state-reasons,marker-waste-missing,1setOf type2 keyword,,[PWG5107.3]
printer-state-reasons,marker-waste-toner-receptacle-almost-full,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,marker-waste-toner-receptacle-full,1setOf type2 keyword,,[PWG5100.9]
